,PLAYER,TEAM,AGE,GP,W,L,MIN,"
            OFFRTG
          ","
            DEFRTG
          ","
            NETRTG
          ",AST%,AST/TO,"
            AST Ratio
          ",OREB%,DREB%,REB%,"
            TO Ratio
          ",eFG%,TS%,USG%,PACE,PIE,POSS
279,Thabo Sefolosha,OKC,28,42,31,11,21.8,101.9,94.6,7.3,7.3,1.18,18.0,2.5,10.6,6.9,15.3,53.2,58.4,10.3,97.14,6.9,"1,850"
279,Tobias Harris,MIL,19,42,21,21,11.4,100.0,99.3,0.7,7.5,0.71,8.9,6.0,14.7,10.3,12.6,48.5,54.0,20.0,96.10,9.7,958
287,Austin Daye,DET,24,41,14,27,14.7,89.1,100.6,-11.5,10.0,0.83,10.3,2.2,13.8,7.6,12.5,35.0,39.4,21.1,93.28,4.5,"1,168"
287,Carl Landry,NOH,28,41,13,28,24.4,100.3,104.0,-3.7,7.1,0.59,7.0,8.5,14.8,11.6,11.8,50.3,57.7,23.6,89.46,12.2,"1,860"
287,J.J. Barea,MIN,28,41,15,26,25.2,101.7,105.9,-4.2,39.7,2.25,29.1,1.3,9.1,5.3,12.9,46.3,50.2,23.9,96.84,11.0,"2,079"
287,Lavoy Allen,PHI,23,41,22,19,15.2,96.3,92.2,4.2,8.9,1.70,15.0,7.2,19.3,13.2,8.8,47.3,48.8,14.3,90.21,9.8,"1,172"
287,Ricky Rubio,MIN,21,41,21,20,34.2,102.6,100.5,2.1,38.0,2.56,36.2,1.5,10.5,6.0,14.1,39.8,47.6,18.3,95.75,11.6,"2,796"
287,Trevor Ariza,NOH,27,41,12,29,32.9,99.0,106.1,-7.1,16.4,1.78,20.5,3.2,13.7,8.5,11.5,45.3,49.6,18.1,89.97,10.1,"2,534"
293,Andrew Goudelock,LAL,23,40,24,16,10.5,97.1,101.1,-4.0,8.5,0.95,9.1,1.2,6.1,3.7,9.5,47.1,48.8,22.0,90.99,5.2,796
293,Eric Bledsoe,LAC,22,40,23,17,11.6,99.3,96.0,3.3,22.8,1.40,25.5,5.0,9.8,7.4,18.1,41.3,45.4,19.1,91.48,7.0,881
293,Jason Smith,NOH,26,40,13,27,23.7,98.9,100.8,-2.0,6.6,0.85,7.7,8.3,13.3,10.9,9.0,52.2,53.7,20.2,90.09,10.3,"1,780"
293,Kevin Martin,HOU,29,40,20,20,31.6,103.7,104.3,-0.6,14.6,1.57,13.8,1.0,7.5,4.3,8.8,48.6,55.4,24.2,94.42,10.6,"2,486"
293,Luke Babbitt,POR,23,40,17,23,13.4,97.6,111.7,-14.1,5.2,0.59,7.1,2.9,15.1,8.8,11.9,53.5,55.6,17.0,95.07,7.5,"1,067"
298,Derrick Rose,CHI,23,39,32,7,35.2,109.1,98.9,10.2,37.9,2.58,25.1,1.9,7.3,4.7,9.7,47.3,53.2,29.6,91.64,15.2,"2,635"
298,Jared Jeffries,NYK,30,39,22,17,18.7,98.0,95.5,2.5,5.8,0.90,11.2,9.2,11.6,10.4,12.4,42.0,48.4,12.5,95.05,6.5,"1,437"
298,Jordan Farmar,NJN,25,39,14,25,21.3,100.1,110.1,-10.0,29.9,1.90,24.0,0.9,7.3,3.9,12.6,55.4,59.2,22.0,92.89,11.8,"1,624"
298,Jordan Hill,LAL,24,39,21,18,14.1,103.0,105.3,-2.3,4.4,0.52,6.8,11.2,23.6,17.4,13.2,49.7,52.2,17.6,94.60,9.5,"1,082"
298,Mike Bibby,NYK,34,39,24,15,14.3,98.3,101.9,-3.6,22.7,4.00,35.1,0.9,10.7,5.5,8.8,39.1,40.4,12.1,95.07,6.0,"1,106"
298,Mike Miller,MIA,32,39,29,10,19.3,108.1,97.8,10.3,8.6,1.40,14.8,3.3,14.1,9.0,10.6,56.2,56.1,14.7,91.83,8.8,"1,440"
298,Nene,WAS,29,39,23,16,28.5,103.9,99.5,4.3,12.3,0.83,12.4,6.1,21.4,13.9,14.9,53.7,57.3,22.9,95.22,13.4,"2,205"
298,Ryan Hollins,BOS,27,39,20,19,13.4,94.1,95.2,-1.1,2.9,0.26,5.5,6.3,9.0,7.6,21.5,54.8,56.0,13.3,93.11,2.1,"1,014"
298,Travis Outlaw,SAC,27,39,15,24,12.8,105.2,109.9,-4.8,4.7,0.80,6.9,3.5,8.5,5.9,8.6,38.9,42.8,18.4,96.76,4.4,"1,008"
307,Cory Higgins,CHA,23,38,1,37,11.1,88.6,101.8,-13.3,15.9,0.92,13.7,1.7,7.1,4.3,14.8,33.8,40.2,24.6,92.04,1.8,806
307,E'Twaun Moore,BOS,23,38,24,14,8.7,87.2,84.1,3.1,18.8,1.62,19.9,1.2,8.3,4.8,12.3,45.6,47.4,19.0,93.03,8.2,648
307,Marquis Daniels,BOS,31,38,18,20,12.7,92.2,93.8,-1.6,16.5,1.68,20.7,3.6,10.7,7.3,12.3,36.4,39.5,17.4,91.77,6.8,928
307,Toney Douglas,NYK,26,38,20,18,17.3,97.9,98.7,-0.8,20.5,1.38,17.8,2.3,8.8,5.4,13.0,37.1,39.3,23.9,94.72,4.9,"1,294"
311,Jamaal Tinsley,UTA,34,37,23,14,13.7,103.7,107.1,-3.4,36.1,2.37,38.1,1.2,7.5,4.5,16.1,44.0,46.1,17.0,95.21,7.9,"1,007"
311,Josh Harrellson,NYK,23,37,18,19,14.6,101.6,92.4,9.1,3.3,0.55,5.7,8.3,18.2,13.1,10.4,49.0,50.5,14.6,97.39,10.0,"1,093"
311,Spencer Hawes,PHI,24,37,22,15,24.9,102.2,98.3,3.9,16.9,1.78,19.7,8.5,21.0,14.8,11.1,49.4,51.7,19.6,93.46,12.3,"1,790"
314,JaJuan Johnson,BOS,23,36,21,15,8.3,87.5,94.2,-6.7,4.0,0.43,4.1,7.0,11.6,9.4,9.7,44.6,45.6,21.6,92.41,8.8,576
314,Ronnie Price,PHX,29,36,14,22,14.4,95.5,99.0,-3.5,21.1,1.46,26.5,3.6,7.4,5.5,18.2,42.7,46.5,16.0,96.22,4.9,"1,033"
314,Will Bynum,DET,29,36,14,22,14.3,97.2,99.3,-2.1,24.1,1.22,19.4,1.9,9.4,5.4,15.8,39.9,45.9,24.0,93.43,6.3,992
317,Daniel Gibson,CLE,26,35,14,21,26.2,100.8,104.0,-3.2,13.6,1.69,19.6,1.1,9.7,5.3,11.6,46.2,49.3,14.8,94.32,6.7,"1,798"
317,Dexter Pittman,MIA,24,35,23,12,8.6,96.4,95.2,1.2,4.9,0.53,6.9,9.1,15.0,12.0,13.0,46.8,49.8,17.9,95.94,4.0,603
317,Hakim Warrick,PHX,29,35,15,20,14.4,94.2,107.1,-12.9,11.1,0.83,10.2,6.1,12.4,9.2,12.3,41.4,50.3,23.2,95.28,9.1,"1,000"
317,Hamed Haddadi,MEM,27,35,21,14,5.9,96.1,91.0,5.1,6.4,0.38,9.1,12.8,19.2,16.0,23.9,54.2,58.9,16.4,96.14,10.9,413
317,JR Smith,NYK,26,35,21,14,27.6,106.3,100.6,5.7,15.5,1.83,15.0,3.0,11.2,7.0,8.2,49.0,50.8,22.2,92.95,10.5,"1,868"
317,Jeremy Lin,NYK,23,35,20,15,26.9,104.8,97.7,7.1,38.2,1.71,26.8,2.0,9.3,5.7,15.6,47.8,55.2,27.2,96.13,14.6,"1,888"
317,Jon Brockman,MIL,25,35,16,19,6.8,93.8,94.2,-0.4,5.4,0.90,12.7,13.0,18.1,15.5,14.1,33.3,35.9,10.9,96.81,4.1,484
317,Sam Young,PHI,27,35,20,15,10.7,86.5,95.5,-9.0,6.6,0.94,8.8,4.8,11.4,7.9,9.4,37.4,41.2,18.0,96.95,6.4,755
325,Anthony Randolph,MIN,22,34,10,24,15.2,99.7,102.7,-3.0,6.6,0.48,6.4,8.1,14.7,11.5,13.5,47.0,53.2,23.5,96.92,10.3,"1,039"
325,Jamaal Magloire,TOR,34,34,9,25,11.0,102.4,97.0,5.4,2.3,0.27,7.1,7.6,23.8,16.2,25.9,37.8,36.0,10.0,89.98,2.0,698
325,Josh Childress,PHX,29,34,16,18,14.5,100.9,106.4,-5.4,10.5,3.78,23.8,6.3,14.0,10.0,6.3,50.5,50.1,9.8,93.08,8.4,948
325,Manu Ginobili,SAS,34,34,28,6,23.3,117.5,102.7,14.8,27.0,2.36,28.0,2.6,11.9,7.6,11.9,61.8,66.8,21.7,97.45,14.8,"1,602"
325,Raja Bell,UTA,35,34,19,15,23.4,106.0,106.6,-0.6,6.9,1.81,15.7,0.8,5.9,3.3,8.7,56.3,58.6,11.8,91.90,4.3,"1,522"
325,Rasual Butler,TOR,33,34,10,24,13.3,88.6,100.2,-11.6,7.5,1.27,11.0,1.3,13.3,7.2,8.7,38.7,39.8,15.4,94.05,3.9,893
325,Royal Ivey,OKC,30,34,24,10,10.4,102.9,102.8,0.1,4.3,1.11,10.5,0.3,6.6,3.6,9.5,47.9,46.4,10.7,96.18,1.7,712
332,Dominique Jones,DAL,23,33,15,18,8.1,85.2,99.8,-14.6,29.8,1.50,26.3,3.2,12.2,7.7,17.5,40.4,49.3,19.3,98.03,8.9,549
332,Donald Sloan,CLE,24,33,10,23,20.3,92.5,110.1,-17.5,29.0,2.14,28.7,2.5,7.7,5.0,13.4,40.4,43.3,17.6,91.44,7.0,"1,268"
332,Reggie Williams,CHA,25,33,3,30,22.6,93.4,111.9,-18.5,15.4,1.82,16.5,3.6,9.6,6.4,9.1,48.0,50.3,19.1,90.46,8.4,"1,406"
332,Von Wafer,ORL,26,33,19,14,14.2,96.6,102.1,-5.5,12.2,0.83,11.9,1.3,9.0,5.1,14.4,49.7,53.7,21.4,91.35,7.8,893
336,Brian Cook,WAS,31,32,17,15,8.6,95.8,96.5,-0.7,5.6,0.91,8.1,3.5,18.5,11.1,8.9,36.7,39.6,18.2,98.83,3.9,566
336,Chris Andersen,DEN,33,32,16,16,15.2,106.7,101.7,5.0,1.9,0.35,3.6,10.1,19.2,14.9,10.1,54.6,58.3,14.5,96.93,11.3,971
336,Corey Maggette,CHA,32,32,6,26,27.5,94.4,110.3,-15.9,8.2,0.66,6.9,2.2,12.0,6.9,10.5,40.5,51.7,26.4,95.11,8.6,"1,746"
336,Henry Walker,NYK,24,32,16,16,19.4,95.0,95.6,-0.6,10.1,1.06,14.7,1.4,12.2,6.7,13.9,50.3,52.6,15.3,97.07,5.5,"1,253"
336,Ryan Gomes,LAC,29,32,20,12,13.3,96.8,103.5,-6.7,4.5,0.80,9.4,3.1,11.0,7.0,11.8,34.7,37.1,11.8,95.72,3.1,843
341,Andrea Bargnani,TOR,26,31,13,18,33.3,102.5,104.7,-2.3,11.3,0.88,8.8,2.6,14.8,8.9,10.0,46.7,53.8,28.8,90.40,12.9,"1,943"
341,Gerald Green,NJN,26,31,12,19,25.2,101.9,101.8,0.1,7.7,0.62,7.8,1.9,11.9,6.9,12.6,54.8,57.4,22.7,95.89,9.6,"1,560"
341,Jerryd Bayless,TOR,23,31,11,20,22.7,101.7,105.3,-3.6,30.5,2.23,24.1,1.2,8.9,5.0,10.8,50.4,56.1,23.9,91.86,12.3,"1,352"
341,Rudy Fernandez,DEN,27,31,15,16,22.9,105.3,101.1,4.2,16.3,1.88,20.9,1.4,8.2,4.9,11.2,52.9,54.9,17.7,96.76,8.9,"1,431"
345,Jason Collins,ATL,33,30,22,8,10.3,98.4,96.6,1.8,4.9,1.00,14.9,4.1,11.5,7.9,14.9,40.0,41.8,8.9,91.03,2.1,578
345,Jerry Stackhouse,ATL,37,30,18,12,9.1,93.9,93.6,0.3,9.2,1.08,10.4,2.2,5.9,4.1,9.6,43.5,49.0,19.6,95.62,7.8,540
345,Luke Walton,CLE,32,30,10,20,12.1,93.1,100.7,-7.6,16.1,1.30,27.6,3.8,10.1,7.0,21.3,42.3,42.3,11.5,92.27,2.7,698
345,Terrence Williams,SAC,25,30,8,22,18.3,98.4,109.7,-11.2,20.6,1.51,19.9,2.3,15.7,9.0,13.2,47.0,48.8,21.1,94.87,10.3,"1,088"
345,Yi Jianlian,DAL,24,30,15,15,6.8,85.0,99.8,-14.7,4.7,0.36,4.5,5.5,17.3,11.3,12.6,39.6,43.3,21.6,102.32,6.5,434
350,Baron Davis,NYK,33,29,16,13,20.5,105.2,101.4,3.8,34.7,1.78,33.3,2.4,7.5,5.0,18.7,44.0,45.7,20.5,93.20,7.4,"1,153"
350,Cory Joseph,SAS,20,29,21,8,9.2,101.7,110.8,-9.0,18.9,2.83,27.4,1.8,8.0,4.7,9.7,33.6,37.4,14.8,94.97,4.2,522
350,Darko Milicic,MIN,27,29,14,15,16.3,95.3,100.1,-4.8,6.2,0.53,8.6,7.1,13.0,10.0,16.2,45.4,45.8,17.0,93.44,4.7,919
350,Jeremy Evans,UTA,24,29,17,12,7.5,95.2,105.4,-10.2,9.9,2.60,19.1,9.1,13.7,11.5,7.4,64.3,63.2,10.9,97.37,11.5,434
350,Jonny Flynn,POR,23,29,11,18,14.3,100.4,117.3,-17.0,36.8,2.67,34.2,1.9,7.5,4.7,12.8,38.9,44.2,20.0,93.54,7.4,814
355,Bobby Simmons,LAC,32,28,19,9,14.9,100.1,102.1,-2.0,3.9,1.10,9.6,4.0,9.9,6.8,8.8,42.2,43.0,11.0,92.59,3.1,806
355,Brian Scalabrine,CHI,34,28,22,6,4.4,102.5,100.0,2.5,19.5,1.67,26.3,6.0,11.2,8.4,15.8,48.3,49.0,14.4,93.35,8.9,241
355,Chris Wilcox,BOS,29,28,15,13,17.2,95.0,98.4,-3.5,4.2,0.40,7.2,8.4,17.5,13.1,18.0,59.8,61.2,14.7,93.71,9.1,933
355,Josh Selby,MEM,21,28,18,10,8.5,93.1,99.2,-6.1,19.7,1.03,22.1,0.9,5.5,3.2,21.3,36.1,40.3,19.4,97.91,2.4,478
355,Juwan Howard,MIA,39,28,21,7,6.8,82.9,96.3,-13.4,9.8,0.50,11.2,9.5,16.3,12.8,22.5,30.9,35.4,18.2,95.51,3.4,380
355,Rashard Lewis,WAS,32,28,6,22,26.0,96.5,107.6,-11.1,5.9,0.84,9.1,4.4,10.2,7.2,10.8,42.1,45.7,16.1,96.25,5.8,"1,464"
355,Richard Hamilton,CHI,34,28,21,7,24.9,107.9,100.0,7.9,19.0,1.71,18.5,3.0,6.5,4.8,10.8,47.9,50.0,23.6,91.71,8.1,"1,337"
355,Semih Erden,CLE,25,28,8,20,11.9,95.1,108.3,-13.2,4.9,0.56,7.6,5.9,16.8,11.1,13.4,52.7,53.8,14.5,93.96,5.2,654
355,Walker Russell,DET,29,28,12,16,12.8,93.3,103.0,-9.8,27.1,1.76,29.9,2.0,5.6,3.8,17.0,36.8,40.1,16.9,93.58,4.8,697
355,Zach Randolph,MEM,30,28,17,11,26.2,108.1,99.5,8.6,10.8,1.20,11.7,10.8,21.5,16.0,9.7,46.7,50.0,21.9,92.05,13.0,"1,406"
365,Chris Johnson,NOH,26,27,13,14,6.5,99.7,111.3,-11.6,1.7,0.13,3.0,8.5,14.0,11.3,22.7,48.8,55.7,15.5,97.39,4.5,359
365,DeSagana Diop,CHA,30,27,1,26,12.0,83.6,103.1,-19.5,12.4,1.21,26.4,8.9,17.0,12.6,21.8,35.7,34.7,8.7,92.25,5.4,628
365,Emeka Okafor,NOH,29,27,4,23,28.9,96.2,104.8,-8.6,5.5,0.65,7.8,9.2,20.0,14.4,12.0,53.3,53.9,17.1,89.34,10.4,"1,451"
365,Jason Kapono,LAL,31,27,15,12,10.0,103.0,96.6,6.4,6.2,1.83,15.3,0.9,4.1,2.7,8.3,45.5,47.6,10.7,89.47,2.6,503
365,Joel Przybilla,POR,32,27,9,18,16.6,103.9,108.8,-4.9,1.9,0.27,7.1,6.8,26.5,16.5,25.9,45.8,49.2,8.3,90.85,4.8,849
365,Tony Battie,PHI,36,27,17,10,10.9,96.6,89.2,7.4,8.0,4.00,21.9,2.7,20.2,11.4,5.5,37.3,39.8,9.0,91.50,7.2,561
371,Andray Blatche,WAS,25,26,7,19,24.1,95.9,108.3,-12.4,7.6,0.76,8.4,6.2,19.6,12.2,11.1,38.4,41.5,21.4,94.73,7.0,"1,236"
371,Cole Aldrich,OKC,23,26,21,5,6.7,92.5,103.2,-10.7,3.4,0.33,4.9,8.0,19.2,13.9,14.8,52.4,59.2,14.9,95.64,12.3,347
371,Ish Smith,ORL,23,26,12,14,9.0,87.7,96.5,-8.9,32.8,3.15,29.3,2.6,13.2,7.3,9.3,40.1,42.2,18.3,94.59,11.5,462
371,Jordan Hamilton,DEN,21,26,14,12,9.9,113.1,105.1,8.0,11.4,1.25,13.4,4.6,18.4,12.0,10.7,50.9,50.8,21.5,97.01,10.2,518
371,Lazar Hayward,OKC,25,26,19,7,5.4,83.5,105.0,-21.5,5.4,0.44,7.0,1.5,9.0,5.5,15.8,39.5,42.7,17.2,95.09,0.6,279
371,Manny Harris,CLE,22,26,5,21,17.5,95.9,101.7,-5.8,13.0,1.15,13.2,2.3,13.1,7.6,11.5,44.0,49.2,20.2,91.66,9.4,861
371,Mickell Gladness,GSW,25,26,11,15,9.7,91.8,106.4,-14.6,3.0,0.71,6.6,5.3,15.1,10.5,9.2,42.4,43.6,12.2,98.08,5.5,515
371,Stephen Curry,GSW,24,26,13,13,28.1,107.5,102.1,5.4,29.5,2.12,26.7,2.1,9.9,6.1,12.6,58.3,60.5,23.0,96.22,13.4,"1,467"
379,Anderson Varejao,CLE,29,25,10,15,31.4,104.3,105.3,-1.0,8.6,0.96,12.8,13.5,24.1,18.6,13.4,51.4,54.2,16.3,93.94,12.9,"1,535"
379,Jermaine O'Neal,BOS,33,25,11,14,22.8,97.8,95.1,2.7,2.9,0.48,6.1,7.2,17.7,12.6,12.7,43.3,46.8,13.1,89.34,6.1,"1,052"
379,Shawne Williams,NJN,26,25,7,18,20.6,100.0,107.4,-7.4,5.3,1.23,8.9,3.6,10.6,6.8,7.2,35.7,37.2,14.0,93.16,2.3,"1,000"
382,Anthony Carter,TOR,37,24,5,19,8.7,84.3,95.5,-11.2,29.6,2.00,31.2,2.4,13.5,8.0,15.6,36.8,40.9,15.9,95.39,8.7,414
382,Chris Wright,GSW,23,24,8,16,7.7,96.8,101.3,-4.5,3.5,0.50,5.6,9.4,13.4,11.3,11.3,51.1,59.7,15.2,98.67,11.0,380
382,DeMarre Carroll,UTA,25,24,16,8,14.5,105.8,107.9,-2.1,7.8,1.64,12.7,8.3,8.1,8.2,7.7,44.3,47.8,15.7,92.07,5.5,667
382,Devin Ebanks,LAL,22,24,15,9,16.5,104.5,104.7,-0.2,4.3,0.67,8.8,6.5,7.2,6.8,13.2,41.6,46.5,13.6,93.92,4.0,778
382,Elliot Williams,POR,23,24,12,12,6.2,95.2,104.6,-9.4,7.7,1.20,6.5,4.9,7.8,6.4,5.4,55.4,53.7,25.2,99.47,9.0,313
382,Maurice Evans,WAS,33,24,12,12,14.3,101.0,97.8,3.2,4.0,0.90,6.6,2.3,4.6,3.4,7.4,47.8,49.7,16.0,96.25,4.2,689
382,Trey Thompkins,LAC,22,24,16,8,5.0,87.9,112.8,-24.9,5.0,0.50,4.1,3.2,19.2,10.5,8.2,42.6,44.5,25.0,98.80,8.2,247
389,Vernon Macklin,DET,25,23,5,18,5.9,101.8,98.6,3.2,5.7,1.67,10.0,9.7,14.7,12.1,6.0,54.3,55.9,14.2,99.75,10.5,278
390,Eduardo Najera,CHA,35,22,2,20,12.3,95.8,103.8,-8.0,7.2,1.71,14.1,4.1,16.0,9.7,8.2,43.8,44.1,12.3,93.58,5.7,528
390,Julyan Stone,DEN,23,22,10,12,8.2,112.4,103.5,9.0,25.7,3.36,44.0,2.6,11.4,6.8,13.1,45.2,50.2,10.5,99.65,8.4,370
390,Terrel Harris,MIA,24,22,15,7,14.5,92.6,101.0,-8.3,13.8,1.04,18.1,5.9,11.4,8.6,17.4,39.8,43.4,16.8,92.54,4.2,610
393,Jerome Jordan,NYK,25,21,15,6,5.1,106.5,96.5,10.0,5.1,2.00,9.1,12.6,12.1,12.4,4.5,51.5,56.1,15.2,102.19,9.1,230
393,Luke Harangody,CLE,24,21,6,15,11.0,98.6,107.0,-8.4,4.5,1.50,7.5,8.6,14.7,11.6,5.0,39.2,42.7,14.7,90.68,6.8,431
393,Solomon Jones,NOH,27,21,11,10,13.9,91.4,110.0,-18.6,5.6,0.50,9.1,10.1,9.8,10.0,18.2,39.3,47.1,13.7,91.87,3.6,557
